Jurisdiction,Fire size class,Year,Number null
Yukon,Up to 0.1 ha,2002,29
Yukon,1000.1 - 10 000 ha,2001,1
Yukon,10 000.1 - 100 000 ha,2001,1
Yukon,100.1 - 1 000 ha,2001,2
Yukon,10.1 - 100 ha,2001,10
Yukon,1.1 - 10 ha,2001,14
Yukon,0.11 - 1.0 ha,2001,19
Yukon,Up to 0.1 ha,2001,21
Yukon,1000.1 - 10 000 ha,2000,1
Yukon,100.1 - 1 000 ha,2000,6
Yukon,10.1 - 100 ha,2000,2
Yukon,1.1 - 10 ha,2000,11
Yukon,0.11 - 1.0 ha,2000,7
Yukon,Up to 0.1 ha,2000,28
Yukon,1000.1 - 10 000 ha,1999,21
Yukon,10 000.1 - 100 000 ha,1999,5
Yukon,100.1 - 1 000 ha,1999,15
Yukon,10.1 - 100 ha,1999,13
Yukon,1.1 - 10 ha,1999,21
Yukon,0.11 - 1.0 ha,1999,37
Yukon,Up to 0.1 ha,1999,47
Yukon,1000.1 - 10 000 ha,1998,17
Yukon,10 000.1 - 100 000 ha,1998,9
Yukon,100.1 - 1 000 ha,1998,10
Yukon,10.1 - 100 ha,1998,20
Yukon,1.1 - 10 ha,1998,18
Yukon,0.11 - 1.0 ha,1998,47
Yukon,Up to 0.1 ha,1998,77
Yukon,1000.1 - 10 000 ha,1997,3
Yukon,100.1 - 1 000 ha,1997,5
Yukon,10.1 - 100 ha,1997,3
Yukon,1.1 - 10 ha,1997,18
Yukon,0.11 - 1.0 ha,1997,19
Yukon,Up to 0.1 ha,1997,64
Yukon,1000.1 - 10 000 ha,1996,5
Yukon,10 000.1 - 100 000 ha,1996,4
Yukon,100.1 - 1 000 ha,1996,17
Yukon,10.1 - 100 ha,1996,13
Yukon,1.1 - 10 ha,1996,18
Yukon,0.11 - 1.0 ha,1996,39
Yukon,Up to 0.1 ha,1996,53
Yukon,1000.1 - 10 000 ha,1995,13
Yukon,10 000.1 - 100 000 ha,1995,6
Yukon,100.1 - 1 000 ha,1995,11
Yukon,10.1 - 100 ha,1995,12
Yukon,1.1 - 10 ha,1995,17
Yukon,0.11 - 1.0 ha,1995,25
Yukon,Up to 0.1 ha,1995,64
Yukon,1000.1 - 10 000 ha,1994,36
Yukon,10 000.1 - 100 000 ha,1994,15
Yukon,100.1 - 1 000 ha,1994,22
Yukon,10.1 - 100 ha,1994,23
Yukon,1.1 - 10 ha,1994,42
Yukon,0.11 - 1.0 ha,1994,38
Yukon,Up to 0.1 ha,1994,79
Yukon,1000.1 - 10 000 ha,1993,11
Yukon,10 000.1 - 100 000 ha,1993,2
Yukon,100.1 - 1 000 ha,1993,12
Yukon,10.1 - 100 ha,1993,11
Yukon,1.1 - 10 ha,1993,26
Yukon,0.11 - 1.0 ha,1993,22
Yukon,Up to 0.1 ha,1993,52
Yukon,1000.1 - 10 000 ha,1992,5
Yukon,10 000.1 - 100 000 ha,1992,1
Yukon,100.1 - 1 000 ha,1992,5
Yukon,10.1 - 100 ha,1992,12
Yukon,1.1 - 10 ha,1992,6
Yukon,0.11 - 1.0 ha,1992,27
Yukon,Up to 0.1 ha,1992,60
Yukon,1000.1 - 10 000 ha,1991,22
Yukon,10 000.1 - 100 000 ha,1991,3
Yukon,100.1 - 1 000 ha,1991,21
Yukon,10.1 - 100 ha,1991,17
Yukon,1.1 - 10 ha,1991,33
Yukon,0.11 - 1.0 ha,1991,37
Yukon,Up to 0.1 ha,1991,54
Yukon,1000.1 - 10 000 ha,1990,5
Yukon,10 000.1 - 100 000 ha,1990,6
Yukon,100.1 - 1 000 ha,1990,12
Yukon,10.1 - 100 ha,1990,12
Yukon,1.1 - 10 ha,1990,24
Yukon,0.11 - 1.0 ha,1990,34
Yukon,Up to 0.1 ha,1990,61
